,type_true,R_MUC,P_MUC,F1_MUC,R_B3,P_B3,F1_B3,R_CEAF_E,P_CEAF_E,F1_CEAF_E,F1_CONLL,Support,step,config
WEgwX4S4x5LBg9wzmNiRPz,ACTION,0.565217391,0.328282828,0.415335463,0.194006254,0.339167674,0.24682621,0.362355756,0.0348419,0.063571185,0.241910953,120,step1,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
GjJpqyp7fPoCMC5J7KY2j4,ACTOR,0.901445466,0.765625,0.828002414,0.719753688,0.720205105,0.719979326,0.783859485,0.306727625,0.44092096,0.662967567,797,step1,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
PTrooKLdRTzaXS7TXgPMZk,COUNTRY,0.634476534,0.482498284,0.548148148,0.213409142,0.474371516,0.294382278,0.500668254,0.06241017,0.110985574,0.317838666,1153,step1,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
WkCzChgMCnGgpnpoJC3CJr,EVENT,0.722077922,0.615044248,0.66427718,0.457924301,0.496662203,0.476507244,0.528422283,0.096494504,0.163189235,0.434657886,406,step1,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
PZiQV9wD8fTpATESRMjdQ9,GROUP,0.733333333,0.566793893,0.639397201,0.198598706,0.493854351,0.283279376,0.49112135,0.059529861,0.1061884,0.342954993,417,step1,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
ZTHRmMG8DgaZhuHxhsJUgV,MISC,0.49010989,0.372287145,0.423149905,0.169706253,0.491299395,0.252271912,0.351550417,0.024037635,0.044998453,0.24014009,471,step1,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
TAQmwqY6nhyNPfPg9DY9QP,OBJECT,0.799076212,0.770601336,0.784580499,0.459191956,0.697897119,0.553922338,0.627477834,0.092470418,0.161186966,0.499896601,447,step1,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
WEgwX4S4x5LBg9wzmNiRPz,ACTION,0.565217391,0.240740741,0.337662338,0.194006254,0.261397021,0.222715381,0.362355756,0.0348419,0.063571185,0.207982968,120,step2,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
GjJpqyp7fPoCMC5J7KY2j4,ACTOR,0.901445466,0.751369113,0.819593787,0.719753688,0.707203631,0.713423471,0.783859485,0.306727625,0.44092096,0.657979406,797,step2,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
PTrooKLdRTzaXS7TXgPMZk,COUNTRY,0.646209386,0.468893255,0.54345351,0.217187042,0.450812168,0.29314574,0.502323309,0.0649556,0.115035872,0.317211708,1153,step2,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
WkCzChgMCnGgpnpoJC3CJr,EVENT,0.722077922,0.6069869,0.659549229,0.457924301,0.491330661,0.47403966,0.525366516,0.095936494,0.162245542,0.43194481,406,step2,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
PZiQV9wD8fTpATESRMjdQ9,GROUP,0.740740741,0.553505535,0.633579725,0.201698045,0.460067417,0.280445879,0.472466819,0.060314913,0.106973619,0.340333075,417,step2,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
ZTHRmMG8DgaZhuHxhsJUgV,MISC,0.49010989,0.372287145,0.423149905,0.169706253,0.491299395,0.252271912,0.351550417,0.024037635,0.044998453,0.24014009,471,step2,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
TAQmwqY6nhyNPfPg9DY9QP,OBJECT,0.799076212,0.770601336,0.784580499,0.459191956,0.697897119,0.553922338,0.627477834,0.092470418,0.161186966,0.499896601,447,step2,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
WEgwX4S4x5LBg9wzmNiRPz,ACTION,0.565217391,0.223367698,0.320197044,0.194006254,0.245221128,0.216627808,0.362355756,0.0348419,0.063571185,0.200132012,120,step3,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
GjJpqyp7fPoCMC5J7KY2j4,ACTOR,0.901445466,0.748091603,0.817640048,0.719753688,0.704248461,0.711916661,0.783859485,0.306727625,0.44092096,0.65682589,797,step3,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
PTrooKLdRTzaXS7TXgPMZk,COUNTRY,0.653429603,0.470741222,0.547241119,0.223143636,0.444001708,0.297015205,0.506552036,0.066847043,0.118107988,0.320788104,1153,step3,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
WkCzChgMCnGgpnpoJC3CJr,EVENT,0.724675325,0.607843137,0.661137441,0.458050611,0.490724689,0.473825032,0.524776806,0.096669412,0.163263895,0.432742123,406,step3,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
PZiQV9wD8fTpATESRMjdQ9,GROUP,0.748148148,0.528795812,0.619631902,0.204636499,0.421194699,0.275447465,0.445851889,0.058793656,0.103887819,0.332989062,417,step3,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
ZTHRmMG8DgaZhuHxhsJUgV,MISC,0.49010989,0.357945425,0.413729128,0.169706253,0.476420532,0.250265258,0.351550417,0.024037635,0.044998453,0.236330946,471,step3,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
TAQmwqY6nhyNPfPg9DY9QP,OBJECT,0.799076212,0.770601336,0.784580499,0.459191956,0.697897119,0.553922338,0.627477834,0.092470418,0.161186966,0.499896601,447,step3,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
WEgwX4S4x5LBg9wzmNiRPz,ACTION,0.591304348,0.22972973,0.330900243,0.216498538,0.241704357,0.228408159,0.417716379,0.04262412,0.077354885,0.212221096,120,step4,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
GjJpqyp7fPoCMC5J7KY2j4,ACTOR,0.902759527,0.720881427,0.801633606,0.720120919,0.678447218,0.698663184,0.783859485,0.310098258,0.444392779,0.648229856,797,step4,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
PTrooKLdRTzaXS7TXgPMZk,COUNTRY,0.685920578,0.476489028,0.562338143,0.273433432,0.398125224,0.324203241,0.432715121,0.064477419,0.112231588,0.332924324,1153,step4,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
WkCzChgMCnGgpnpoJC3CJr,EVENT,0.727272727,0.577319588,0.643678161,0.458630153,0.468505847,0.463515403,0.524776806,0.097524893,0.164482282,0.423891949,406,step4,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
PZiQV9wD8fTpATESRMjdQ9,GROUP,0.750617284,0.504983389,0.603773585,0.212813564,0.403680661,0.278700811,0.445851889,0.059446919,0.104906327,0.329126907,417,step4,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
ZTHRmMG8DgaZhuHxhsJUgV,MISC,0.494505495,0.355450237,0.413602941,0.171357432,0.468394478,0.250918751,0.351550417,0.024349812,0.045544993,0.236688895,471,step4,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
TAQmwqY6nhyNPfPg9DY9QP,OBJECT,0.80369515,0.716049383,0.75734494,0.464746493,0.630416269,0.535050607,0.596727829,0.089829996,0.156153077,0.482849541,447,step4,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
WEgwX4S4x5LBg9wzmNiRPz,ACTION,0.591304348,0.22972973,0.330900243,0.216498538,0.241704357,0.228408159,0.417716379,0.04262412,0.077354885,0.212221096,120,step5,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
GjJpqyp7fPoCMC5J7KY2j4,ACTOR,0.902759527,0.720881427,0.801633606,0.720120919,0.678447218,0.698663184,0.783859485,0.310098258,0.444392779,0.648229856,797,step5,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
PTrooKLdRTzaXS7TXgPMZk,COUNTRY,0.685920578,0.476489028,0.562338143,0.273433432,0.398125224,0.324203241,0.432715121,0.064477419,0.112231588,0.332924324,1153,step5,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
WkCzChgMCnGgpnpoJC3CJr,EVENT,0.727272727,0.577319588,0.643678161,0.458630153,0.468505847,0.463515403,0.524776806,0.097524893,0.164482282,0.423891949,406,step5,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
PZiQV9wD8fTpATESRMjdQ9,GROUP,0.750617284,0.504983389,0.603773585,0.212813564,0.403680661,0.278700811,0.445851889,0.059446919,0.104906327,0.329126907,417,step5,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
ZTHRmMG8DgaZhuHxhsJUgV,MISC,0.494505495,0.355450237,0.413602941,0.171357432,0.468394478,0.250918751,0.351550417,0.024349812,0.045544993,0.236688895,471,step5,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
TAQmwqY6nhyNPfPg9DY9QP,OBJECT,0.80369515,0.716049383,0.75734494,0.464746493,0.630416269,0.535050607,0.596727829,0.089829996,0.156153077,0.482849541,447,step5,NewsWCL_2019_annotated_multi_doc_tca_default_word2vec
NQgxt7TevFvwwr8PW8Lqpt,ACTION,0,0,0,0.041666667,0.987603306,0.079959853,0.088623855,0.003692661,0.007089908,0.029016587,120,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
UqLpVt3mEVDaR7Juh8xYB8,ACTOR,0.657030223,0.945179584,0.775193798,0.458698443,0.948375664,0.618330532,0.701549862,0.087999286,0.156382632,0.516635654,797,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
kZpsPcRWoBxLyrnWtwL6zD,COUNTRY,0.268050542,0.72972973,0.392079208,0.107105049,0.889796049,0.191195796,0.466756106,0.026189557,0.04959628,0.210957095,1153,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
SqjynFANCBnr6AkrPPaATT,EVENT,0.14025974,0.75,0.236323851,0.086316788,0.932729469,0.158010907,0.292595792,0.017966408,0.033854059,0.142729606,406,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
CFi6tpqe8y9VS7Spy5LSod,GROUP,0.17037037,0.594827586,0.26487524,0.047975788,0.878797435,0.090984501,0.325451873,0.011588791,0.022380645,0.126080128,417,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
UatKTYA6JdZZ4P7o9NDFMm,MISC,0.057142857,0.216666667,0.090434783,0.037288797,0.823179272,0.071345737,0.17437156,0.006326406,0.012209825,0.057996782,471,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
XuvFKw9vSnGCBZM4btWe25,OBJECT,0.237875289,0.936363636,0.379373849,0.089312513,0.981111111,0.163721161,0.321991922,0.013258491,0.025468288,0.189521099,447,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
NQgxt7TevFvwwr8PW8Lqpt,ACTION,0.017391304,0.333333333,0.033057851,0.042901235,0.954032258,0.082110115,0.099338141,0.004209243,0.008076272,0.041081413,120,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
UqLpVt3mEVDaR7Juh8xYB8,ACTOR,0.817345598,0.893678161,0.853809197,0.63820339,0.892179512,0.744117029,0.826265647,0.180276141,0.295975754,0.63130066,797,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
kZpsPcRWoBxLyrnWtwL6zD,COUNTRY,0.461191336,0.808544304,0.587356322,0.193455018,0.864172502,0.316138723,0.577392707,0.043595087,0.081069179,0.328188075,1153,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
SqjynFANCBnr6AkrPPaATT,EVENT,0.202597403,0.573529412,0.299424184,0.131805399,0.839722925,0.227847222,0.340881728,0.022653533,0.042483776,0.189918394,406,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
CFi6tpqe8y9VS7Spy5LSod,GROUP,0.274074074,0.668674699,0.388791594,0.071361097,0.854668403,0.131723828,0.35331918,0.014421191,0.027711308,0.182742243,417,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
UatKTYA6JdZZ4P7o9NDFMm,MISC,0.061538462,0.207407407,0.094915254,0.037580573,0.801275235,0.071793943,0.181755656,0.006624352,0.012782815,0.059830671,471,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
XuvFKw9vSnGCBZM4btWe25,OBJECT,0.281755196,0.938461538,0.43339254,0.110940294,0.977827051,0.199271995,0.348015721,0.015178256,0.029087881,0.220584139,447,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
NQgxt7TevFvwwr8PW8Lqpt,ACTION,0.017391304,0.333333333,0.033057851,0.042901235,0.954032258,0.082110115,0.099338141,0.004209243,0.008076272,0.041081413,120,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
UqLpVt3mEVDaR7Juh8xYB8,ACTOR,0.856767411,0.891928865,0.873994638,0.689931949,0.882778435,0.774531729,0.85774769,0.228732717,0.361156922,0.66989443,797,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
kZpsPcRWoBxLyrnWtwL6zD,COUNTRY,0.477436823,0.813846154,0.60182025,0.210254329,0.857588677,0.337712062,0.593216705,0.046104925,0.085560102,0.341697471,1153,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
SqjynFANCBnr6AkrPPaATT,EVENT,0.202597403,0.481481481,0.285191956,0.131805399,0.792033052,0.226001055,0.340881728,0.022653533,0.042483776,0.184558929,406,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
CFi6tpqe8y9VS7Spy5LSod,GROUP,0.338271605,0.70984456,0.45819398,0.085596786,0.845455308,0.155454797,0.366264357,0.016461319,0.031506611,0.215051796,417,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
UatKTYA6JdZZ4P7o9NDFMm,MISC,0.061538462,0.201438849,0.094276094,0.037580573,0.795723699,0.07177151,0.181755656,0.006624352,0.012782815,0.05961014,471,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
XuvFKw9vSnGCBZM4btWe25,OBJECT,0.281755196,0.938461538,0.43339254,0.110940294,0.977827051,0.199271995,0.348015721,0.015178256,0.029087881,0.220584139,447,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
NQgxt7TevFvwwr8PW8Lqpt,ACTION,0.017391304,0.181818182,0.031746032,0.042901235,0.913953488,0.081955457,0.095959763,0.004066092,0.007801607,0.040501032,120,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
UqLpVt3mEVDaR7Juh8xYB8,ACTOR,0.91195795,0.788636364,0.845825716,0.788582887,0.728231349,0.757206474,0.875862739,0.375369745,0.525517643,0.709516611,797,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
kZpsPcRWoBxLyrnWtwL6zD,COUNTRY,0.522563177,0.563777994,0.542388759,0.215836573,0.647380753,0.323738737,0.599435655,0.05217525,0.095995034,0.32070751,1153,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
SqjynFANCBnr6AkrPPaATT,EVENT,0.202597403,0.246835443,0.22253923,0.131805399,0.590552276,0.215510906,0.334323007,0.022217668,0.041666369,0.159905501,406,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
CFi6tpqe8y9VS7Spy5LSod,GROUP,0.412345679,0.678861789,0.513056836,0.097191637,0.77838459,0.172806136,0.331938439,0.017022484,0.032384238,0.239415737,417,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
UatKTYA6JdZZ4P7o9NDFMm,MISC,0.061538462,0.152173913,0.087636933,0.037580573,0.73674002,0.071513305,0.181755656,0.006624352,0.012782815,0.057311018,471,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
XuvFKw9vSnGCBZM4btWe25,OBJECT,0.281755196,0.575471698,0.378294574,0.110940294,0.825538552,0.195595426,0.348015721,0.015178256,0.029087881,0.200992627,447,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
NQgxt7TevFvwwr8PW8Lqpt,ACTION,0.017391304,0.043478261,0.02484472,0.042901235,0.712974255,0.080932577,0.095959763,0.004066092,0.007801607,0.037859635,120,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
UqLpVt3mEVDaR7Juh8xYB8,ACTOR,0.918528252,0.689349112,0.787605634,0.789386381,0.632310417,0.702171141,0.854698718,0.404857287,0.549449176,0.679741984,797,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
kZpsPcRWoBxLyrnWtwL6zD,COUNTRY,0.666064982,0.495302013,0.56812933,0.249059083,0.478299125,0.327554539,0.561320433,0.07237656,0.128220403,0.341301424,1153,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
SqjynFANCBnr6AkrPPaATT,EVENT,0.205194805,0.161554192,0.180778032,0.132079072,0.457565645,0.204987322,0.303782521,0.020381575,0.038200197,0.14132185,406,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
CFi6tpqe8y9VS7Spy5LSod,GROUP,0.814814815,0.601092896,0.691823899,0.332135428,0.426938164,0.373616712,0.340647811,0.061011548,0.103487942,0.389642851,417,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
UatKTYA6JdZZ4P7o9NDFMm,MISC,0.063736264,0.073604061,0.068315665,0.037629381,0.544745849,0.07039602,0.181755656,0.006654669,0.012839252,0.050516979,471,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
XuvFKw9vSnGCBZM4btWe25,OBJECT,0.286374134,0.392405063,0.331108144,0.11177922,0.684225114,0.192165159,0.348015721,0.015273417,0.029262583,0.184178629,447,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
NQgxt7TevFvwwr8PW8Lqpt,ACTION,0.843478261,0.251948052,0.388,0.677739604,0.098922198,0.172645264,0.344296903,0.078249296,0.127517371,0.229387545,120,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
UqLpVt3mEVDaR7Juh8xYB8,ACTOR,0.921156373,0.563958166,0.699600798,0.78948415,0.517140532,0.624929651,0.854698718,0.433368364,0.575124371,0.633218273,797,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
kZpsPcRWoBxLyrnWtwL6zD,COUNTRY,0.695848375,0.378312071,0.490146217,0.251873207,0.357718473,0.295606721,0.561320433,0.083090196,0.14475312,0.310168686,1153,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
SqjynFANCBnr6AkrPPaATT,EVENT,0.774025974,0.28219697,0.413601666,0.490757156,0.210707915,0.294829839,0.47907025,0.115637647,0.186305097,0.298245534,406,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
CFi6tpqe8y9VS7Spy5LSod,GROUP,0.82962963,0.439215686,0.574358974,0.333003883,0.303501387,0.317568904,0.339579435,0.067915887,0.113193145,0.335040341,417,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
UatKTYA6JdZZ4P7o9NDFMm,MISC,0.745054945,0.307343608,0.435173299,0.358604553,0.229421693,0.2798231,0.382381172,0.0505628,0.08931531,0.268103903,471,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
XuvFKw9vSnGCBZM4btWe25,OBJECT,0.780600462,0.459863946,0.578767123,0.340799361,0.424179376,0.377945303,0.537103948,0.077520158,0.135485681,0.364066036,447,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_fasttext
YUZXUCz9kjgm4o9x9kWS6R,ACTION,0,0,0,0.041666667,0.987603306,0.079959853,0.088623855,0.003692661,0.007089908,0.029016587,120,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
JGPSxUbjAT7XmtWbHm2qGZ,ACTOR,0.657030223,0.945179584,0.775193798,0.458698443,0.948375664,0.618330532,0.701549862,0.087999286,0.156382632,0.516635654,797,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
iiJgsQvA4UmuY8fYTycF8d,COUNTRY,0.268050542,0.72972973,0.392079208,0.107105049,0.889796049,0.191195796,0.466756106,0.026189557,0.04959628,0.210957095,1153,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
dLjiVHZCzVc969awUp69qD,EVENT,0.14025974,0.75,0.236323851,0.086316788,0.932729469,0.158010907,0.292595792,0.017966408,0.033854059,0.142729606,406,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
TrQS2vaLFAFj2hQwaDKqiD,GROUP,0.17037037,0.594827586,0.26487524,0.047975788,0.878797435,0.090984501,0.325451873,0.011588791,0.022380645,0.126080128,417,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
heBL6EHc6K2yg8owGxk8cn,MISC,0.057142857,0.216666667,0.090434783,0.037288797,0.823179272,0.071345737,0.17437156,0.006326406,0.012209825,0.057996782,471,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
MPKwvpUris7XQrqPYP68zP,OBJECT,0.237875289,0.936363636,0.379373849,0.089312513,0.981111111,0.163721161,0.321991922,0.013258491,0.025468288,0.189521099,447,init,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
YUZXUCz9kjgm4o9x9kWS6R,ACTION,0.017391304,0.333333333,0.033057851,0.042901235,0.954032258,0.082110115,0.099338141,0.004209243,0.008076272,0.041081413,120,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
JGPSxUbjAT7XmtWbHm2qGZ,ACTOR,0.817345598,0.893678161,0.853809197,0.63820339,0.892179512,0.744117029,0.826265647,0.180276141,0.295975754,0.63130066,797,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
iiJgsQvA4UmuY8fYTycF8d,COUNTRY,0.461191336,0.808544304,0.587356322,0.193455018,0.864172502,0.316138723,0.577392707,0.043595087,0.081069179,0.328188075,1153,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
dLjiVHZCzVc969awUp69qD,EVENT,0.202597403,0.573529412,0.299424184,0.131805399,0.839722925,0.227847222,0.340881728,0.022653533,0.042483776,0.189918394,406,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
TrQS2vaLFAFj2hQwaDKqiD,GROUP,0.274074074,0.668674699,0.388791594,0.071361097,0.854668403,0.131723828,0.35331918,0.014421191,0.027711308,0.182742243,417,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
heBL6EHc6K2yg8owGxk8cn,MISC,0.061538462,0.207407407,0.094915254,0.037580573,0.801275235,0.071793943,0.181755656,0.006624352,0.012782815,0.059830671,471,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
MPKwvpUris7XQrqPYP68zP,OBJECT,0.281755196,0.938461538,0.43339254,0.110940294,0.977827051,0.199271995,0.348015721,0.015178256,0.029087881,0.220584139,447,step0,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
YUZXUCz9kjgm4o9x9kWS6R,ACTION,0.017391304,0.333333333,0.033057851,0.042901235,0.954032258,0.082110115,0.099338141,0.004209243,0.008076272,0.041081413,120,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
JGPSxUbjAT7XmtWbHm2qGZ,ACTOR,0.856767411,0.891928865,0.873994638,0.689931949,0.882778435,0.774531729,0.85774769,0.228732717,0.361156922,0.66989443,797,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
iiJgsQvA4UmuY8fYTycF8d,COUNTRY,0.477436823,0.813846154,0.60182025,0.210254329,0.857588677,0.337712062,0.593216705,0.046104925,0.085560102,0.341697471,1153,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
dLjiVHZCzVc969awUp69qD,EVENT,0.202597403,0.481481481,0.285191956,0.131805399,0.792033052,0.226001055,0.340881728,0.022653533,0.042483776,0.184558929,406,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
TrQS2vaLFAFj2hQwaDKqiD,GROUP,0.338271605,0.70984456,0.45819398,0.085596786,0.845455308,0.155454797,0.366264357,0.016461319,0.031506611,0.215051796,417,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
heBL6EHc6K2yg8owGxk8cn,MISC,0.061538462,0.201438849,0.094276094,0.037580573,0.795723699,0.07177151,0.181755656,0.006624352,0.012782815,0.05961014,471,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
MPKwvpUris7XQrqPYP68zP,OBJECT,0.281755196,0.938461538,0.43339254,0.110940294,0.977827051,0.199271995,0.348015721,0.015178256,0.029087881,0.220584139,447,step1,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
YUZXUCz9kjgm4o9x9kWS6R,ACTION,0.017391304,0.125,0.030534351,0.042901235,0.878855721,0.081808974,0.09338576,0.003957024,0.007592338,0.039978554,120,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
JGPSxUbjAT7XmtWbHm2qGZ,ACTOR,0.918528252,0.806228374,0.858722359,0.804848411,0.740617232,0.771398064,0.863996219,0.388798298,0.536273515,0.722131312,797,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
iiJgsQvA4UmuY8fYTycF8d,COUNTRY,0.522563177,0.541121495,0.531680441,0.215609749,0.633989551,0.321785406,0.598096308,0.051758334,0.095271978,0.316245942,1153,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
dLjiVHZCzVc969awUp69qD,EVENT,0.202597403,0.259136213,0.227405248,0.131805399,0.606567811,0.216554207,0.334323007,0.022217668,0.041666369,0.161875274,406,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
TrQS2vaLFAFj2hQwaDKqiD,GROUP,0.414814815,0.717948718,0.525821596,0.098982261,0.80468753,0.176280743,0.38514902,0.019751232,0.037575514,0.246559284,417,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
heBL6EHc6K2yg8owGxk8cn,MISC,0.061538462,0.165680473,0.08974359,0.037580573,0.756441988,0.071603819,0.181755656,0.006624352,0.012782815,0.058043408,471,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
MPKwvpUris7XQrqPYP68zP,OBJECT,0.281755196,0.938461538,0.43339254,0.110940294,0.977827051,0.199271995,0.348015721,0.015178256,0.029087881,0.220584139,447,step2,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
YUZXUCz9kjgm4o9x9kWS6R,ACTION,0.017391304,0.024691358,0.020408163,0.042901235,0.586843307,0.079957191,0.09338576,0.003957024,0.007592338,0.035985898,120,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
JGPSxUbjAT7XmtWbHm2qGZ,ACTOR,0.923784494,0.765795207,0.837403216,0.805495067,0.697177327,0.747432241,0.85165054,0.414316479,0.55744399,0.714093149,797,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
iiJgsQvA4UmuY8fYTycF8d,COUNTRY,0.659747292,0.487333333,0.560582822,0.249772247,0.492131077,0.331365775,0.573721591,0.071914963,0.127809265,0.339919287,1153,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
dLjiVHZCzVc969awUp69qD,EVENT,0.207792208,0.182232346,0.194174757,0.132205382,0.490170469,0.208244501,0.304647369,0.020374506,0.038194596,0.146871284,406,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
TrQS2vaLFAFj2hQwaDKqiD,GROUP,0.817283951,0.632887189,0.713362069,0.284300235,0.496526032,0.361572026,0.380457294,0.067139522,0.114137188,0.396357094,417,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
heBL6EHc6K2yg8owGxk8cn,MISC,0.063736264,0.095081967,0.076315789,0.037629381,0.612221023,0.070900928,0.181755656,0.006669932,0.012867657,0.053361458,471,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
MPKwvpUris7XQrqPYP68zP,OBJECT,0.286374134,0.746987952,0.414023372,0.11177922,0.905730746,0.198999282,0.348015721,0.015273417,0.029262583,0.214095079,447,step3,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
YUZXUCz9kjgm4o9x9kWS6R,ACTION,0.860869565,0.245049505,0.38150289,0.693474253,0.107108261,0.185556941,0.362647135,0.090661784,0.145058854,0.237372895,120,step4,NewsWCL_2019_annotated_multi_doc_xcoref_default_glove
