,type_true,R_MUC,P_MUC,F1_MUC,R_B3,P_B3,F1_B3,R_CEAF_E,P_CEAF_E,F1_CEAF_E,F1_CONLL,Support,step,config
VZAvK2FU22emjJUMLXFcne,ACTION,0.017391304,0.125,0.030534351,0.042901235,0.878855721,0.081808974,0.09338576,0.003957024,0.007592338,0.039978554,120,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
Y7qFam3wXc6xMm2X3Jdtvp,ACTOR,0.918528252,0.806228374,0.858722359,0.804848411,0.740617232,0.771398064,0.863996219,0.388798298,0.536273515,0.722131312,797,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
LxzSD2YgHf8bX6rudQzzuL,COUNTRY,0.522563177,0.541121495,0.531680441,0.215609749,0.633989551,0.321785406,0.598096308,0.051758334,0.095271978,0.316245942,1153,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
XMBZ2EMvWpUQqCWUKt8aEf,EVENT,0.202597403,0.259136213,0.227405248,0.131805399,0.606567811,0.216554207,0.334323007,0.022217668,0.041666369,0.161875274,406,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
HQBcT7kUeD2iGa4obymy29,GROUP,0.414814815,0.717948718,0.525821596,0.098982261,0.80468753,0.176280743,0.38514902,0.019751232,0.037575514,0.246559284,417,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
EB47APkLWDCHXjvVcmLHsM,MISC,0.061538462,0.165680473,0.08974359,0.037580573,0.756441988,0.071603819,0.181755656,0.006624352,0.012782815,0.058043408,471,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
54oKAhiNF4X8NxpJetx2GY,OBJECT,0.281755196,0.938461538,0.43339254,0.110940294,0.977827051,0.199271995,0.348015721,0.015178256,0.029087881,0.220584139,447,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
VZAvK2FU22emjJUMLXFcne,ACTION,0.017391304,0.05,0.025806452,0.042901235,0.7392827,0.081096374,0.09338576,0.003957024,0.007592338,0.038165055,120,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
Y7qFam3wXc6xMm2X3Jdtvp,ACTOR,0.923784494,0.77593819,0.843431314,0.805495067,0.705695611,0.752299947,0.859366589,0.407068384,0.55244995,0.716060404,797,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
LxzSD2YgHf8bX6rudQzzuL,COUNTRY,0.635379061,0.515373353,0.569118836,0.236075746,0.539157294,0.328370835,0.564923398,0.066201961,0.118515398,0.338668356,1153,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
XMBZ2EMvWpUQqCWUKt8aEf,EVENT,0.205194805,0.224431818,0.214382632,0.132079072,0.555574748,0.21342075,0.305378096,0.02035854,0.038172262,0.155325215,406,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
HQBcT7kUeD2iGa4obymy29,GROUP,0.725925926,0.720588235,0.723247232,0.197795919,0.630281023,0.301100074,0.381062949,0.045274806,0.080933724,0.36842701,417,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
EB47APkLWDCHXjvVcmLHsM,MISC,0.061538462,0.120689655,0.081513828,0.037580573,0.677608657,0.071211704,0.181755656,0.006654669,0.012839252,0.055188261,471,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
54oKAhiNF4X8NxpJetx2GY,OBJECT,0.286374134,0.784810127,0.41962775,0.111295771,0.909344115,0.198319027,0.346110959,0.015189823,0.029102423,0.215683066,447,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
VZAvK2FU22emjJUMLXFcne,ACTION,0.72173913,0.220744681,0.33808554,0.315437784,0.142331431,0.196154349,0.427588794,0.062880705,0.109638152,0.214626014,120,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
Y7qFam3wXc6xMm2X3Jdtvp,ACTOR,0.927726675,0.641235241,0.758324382,0.805668879,0.581991539,0.675802905,0.859366589,0.423797222,0.567654995,0.667260761,797,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
LxzSD2YgHf8bX6rudQzzuL,COUNTRY,0.663357401,0.379256966,0.482600131,0.237960676,0.38646802,0.29455466,0.545007573,0.072346138,0.12773615,0.301630314,1153,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
XMBZ2EMvWpUQqCWUKt8aEf,EVENT,0.776623377,0.33038674,0.463565891,0.53854454,0.202054927,0.293858104,0.401021783,0.096798361,0.155952916,0.30445897,406,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
HQBcT7kUeD2iGa4obymy29,GROUP,0.740740741,0.570342205,0.644468314,0.198553688,0.50138772,0.284459185,0.381062949,0.048646334,0.086278404,0.338401967,417,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
EB47APkLWDCHXjvVcmLHsM,MISC,0.659340659,0.291828794,0.4045853,0.198070139,0.250947049,0.221395163,0.325854341,0.035710065,0.06436629,0.230115584,471,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
54oKAhiNF4X8NxpJetx2GY,OBJECT,0.812933025,0.590604027,0.684159378,0.477903954,0.46533884,0.471537706,0.547250756,0.091208459,0.156357359,0.437351481,447,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_glove
5GQ3unCSbqSWfFFNU8GV5D,ACTION,0,0,0,0.041666667,0.987603306,0.079959853,0.088623855,0.003692661,0.007089908,0.029016587,120,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
JxmUM46dGKFzeweFFdNFd2,ACTOR,0.657030223,0.945179584,0.775193798,0.458698443,0.948375664,0.618330532,0.701549862,0.087999286,0.156382632,0.516635654,797,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
5BhWmUPsGD3PQBtpeZXmha,COUNTRY,0.268050542,0.72972973,0.392079208,0.107105049,0.889796049,0.191195796,0.466756106,0.026189557,0.04959628,0.210957095,1153,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
j7xyqD4csr3c49uuVUn3MZ,EVENT,0.14025974,0.75,0.236323851,0.086316788,0.932729469,0.158010907,0.292595792,0.017966408,0.033854059,0.142729606,406,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
DEeYB5uUvMxQRBtfLwxdzr,GROUP,0.17037037,0.594827586,0.26487524,0.047975788,0.878797435,0.090984501,0.325451873,0.011588791,0.022380645,0.126080128,417,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
gfHb2cuQPjPds7zLUsrbEi,MISC,0.057142857,0.216666667,0.090434783,0.037288797,0.823179272,0.071345737,0.17437156,0.006326406,0.012209825,0.057996782,471,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
MbnYPKbwq64kaQS9NoqEgX,OBJECT,0.237875289,0.936363636,0.379373849,0.089312513,0.981111111,0.163721161,0.321991922,0.013258491,0.025468288,0.189521099,447,init,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
5GQ3unCSbqSWfFFNU8GV5D,ACTION,0.017391304,0.333333333,0.033057851,0.042901235,0.954032258,0.082110115,0.099338141,0.004209243,0.008076272,0.041081413,120,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
JxmUM46dGKFzeweFFdNFd2,ACTOR,0.817345598,0.893678161,0.853809197,0.63820339,0.892179512,0.744117029,0.826265647,0.180276141,0.295975754,0.63130066,797,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
5BhWmUPsGD3PQBtpeZXmha,COUNTRY,0.461191336,0.808544304,0.587356322,0.193455018,0.864172502,0.316138723,0.577392707,0.043595087,0.081069179,0.328188075,1153,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
j7xyqD4csr3c49uuVUn3MZ,EVENT,0.202597403,0.573529412,0.299424184,0.131805399,0.839722925,0.227847222,0.340881728,0.022653533,0.042483776,0.189918394,406,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
DEeYB5uUvMxQRBtfLwxdzr,GROUP,0.274074074,0.668674699,0.388791594,0.071361097,0.854668403,0.131723828,0.35331918,0.014421191,0.027711308,0.182742243,417,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
gfHb2cuQPjPds7zLUsrbEi,MISC,0.061538462,0.207407407,0.094915254,0.037580573,0.801275235,0.071793943,0.181755656,0.006624352,0.012782815,0.059830671,471,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
MbnYPKbwq64kaQS9NoqEgX,OBJECT,0.281755196,0.938461538,0.43339254,0.110940294,0.977827051,0.199271995,0.348015721,0.015178256,0.029087881,0.220584139,447,step0,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
5GQ3unCSbqSWfFFNU8GV5D,ACTION,0.017391304,0.333333333,0.033057851,0.042901235,0.954032258,0.082110115,0.099338141,0.004209243,0.008076272,0.041081413,120,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
JxmUM46dGKFzeweFFdNFd2,ACTOR,0.856767411,0.891928865,0.873994638,0.689931949,0.882778435,0.774531729,0.85774769,0.228732717,0.361156922,0.66989443,797,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
5BhWmUPsGD3PQBtpeZXmha,COUNTRY,0.477436823,0.813846154,0.60182025,0.210254329,0.857588677,0.337712062,0.593216705,0.046104925,0.085560102,0.341697471,1153,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
j7xyqD4csr3c49uuVUn3MZ,EVENT,0.202597403,0.481481481,0.285191956,0.131805399,0.792033052,0.226001055,0.340881728,0.022653533,0.042483776,0.184558929,406,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
DEeYB5uUvMxQRBtfLwxdzr,GROUP,0.338271605,0.70984456,0.45819398,0.085596786,0.845455308,0.155454797,0.366264357,0.016461319,0.031506611,0.215051796,417,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
gfHb2cuQPjPds7zLUsrbEi,MISC,0.061538462,0.201438849,0.094276094,0.037580573,0.795723699,0.07177151,0.181755656,0.006624352,0.012782815,0.05961014,471,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
MbnYPKbwq64kaQS9NoqEgX,OBJECT,0.281755196,0.938461538,0.43339254,0.110940294,0.977827051,0.199271995,0.348015721,0.015178256,0.029087881,0.220584139,447,step1,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
5GQ3unCSbqSWfFFNU8GV5D,ACTION,0.017391304,0.105263158,0.029850746,0.042901235,0.859286294,0.081722351,0.092115919,0.003903217,0.007489099,0.039687399,120,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
JxmUM46dGKFzeweFFdNFd2,ACTOR,0.904073587,0.849382716,0.875875239,0.797402472,0.812942125,0.805097321,0.894336617,0.338906507,0.491543789,0.724172116,797,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
5BhWmUPsGD3PQBtpeZXmha,COUNTRY,0.500902527,0.581151832,0.538051381,0.21293419,0.687252714,0.325131591,0.600037361,0.04918339,0.090914752,0.318032575,1153,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
j7xyqD4csr3c49uuVUn3MZ,EVENT,0.202597403,0.277580071,0.234234234,0.131805399,0.628430462,0.217907447,0.334323007,0.022217668,0.041666369,0.164602683,406,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
DEeYB5uUvMxQRBtfLwxdzr,GROUP,0.402469136,0.730941704,0.51910828,0.097787575,0.824218481,0.174832532,0.384829174,0.019161619,0.036505534,0.243482116,417,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
gfHb2cuQPjPds7zLUsrbEi,MISC,0.061538462,0.185430464,0.092409241,0.037580573,0.779528769,0.071704328,0.181755656,0.006624352,0.012782815,0.058965461,471,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
MbnYPKbwq64kaQS9NoqEgX,OBJECT,0.281755196,0.938461538,0.43339254,0.110940294,0.977827051,0.199271995,0.348015721,0.015178256,0.029087881,0.220584139,447,step2,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
5GQ3unCSbqSWfFFNU8GV5D,ACTION,0.017391304,0.1,0.02962963,0.042901235,0.849436393,0.081677313,0.092115919,0.003903217,0.007489099,0.039598681,120,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
JxmUM46dGKFzeweFFdNFd2,ACTOR,0.909329829,0.830732293,0.86825596,0.797900333,0.789383016,0.793618823,0.894336617,0.349957807,0.503064347,0.721646377,797,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
5BhWmUPsGD3PQBtpeZXmha,COUNTRY,0.575812274,0.595149254,0.585321101,0.219949532,0.656980602,0.329564627,0.596559974,0.058486272,0.106528567,0.340471431,1153,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
j7xyqD4csr3c49uuVUn3MZ,EVENT,0.205194805,0.279151943,0.236526946,0.132079072,0.626543454,0.218167204,0.334323007,0.0222882,0.041790376,0.165494842,406,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
DEeYB5uUvMxQRBtfLwxdzr,GROUP,0.6,0.754658385,0.668500688,0.137815737,0.749911736,0.232840915,0.461089142,0.035242482,0.065480115,0.322273906,417,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
gfHb2cuQPjPds7zLUsrbEi,MISC,0.063736264,0.170588235,0.0928,0.037629381,0.75325789,0.071678049,0.181755656,0.006639476,0.012810971,0.05909634,471,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
MbnYPKbwq64kaQS9NoqEgX,OBJECT,0.286374134,0.925373134,0.437389771,0.111295771,0.970328529,0.199687566,0.347614719,0.015255818,0.029228865,0.222102067,447,step3,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
5GQ3unCSbqSWfFFNU8GV5D,ACTION,0.565217391,0.296803653,0.389221557,0.23926332,0.297545309,0.26524044,0.404997702,0.038942087,0.071052228,0.241838075,120,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
JxmUM46dGKFzeweFFdNFd2,ACTOR,0.91195795,0.762637363,0.830640335,0.797998102,0.724758114,0.759616797,0.894336617,0.357734647,0.511049495,0.700435542,797,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
5BhWmUPsGD3PQBtpeZXmha,COUNTRY,0.591155235,0.510124611,0.547658863,0.220860466,0.569518037,0.318288058,0.589152567,0.061087248,0.110696724,0.325547882,1153,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
j7xyqD4csr3c49uuVUn3MZ,EVENT,0.722077922,0.479310345,0.576165803,0.472880085,0.398179432,0.432326655,0.541147742,0.098818283,0.167119156,0.391870538,406,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
DEeYB5uUvMxQRBtfLwxdzr,GROUP,0.607407407,0.723529412,0.660402685,0.138330377,0.718166778,0.231978077,0.469585874,0.036591107,0.067891934,0.320090898,417,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
gfHb2cuQPjPds7zLUsrbEi,MISC,0.505494505,0.362204724,0.422018349,0.176318033,0.47042452,0.256498744,0.376178702,0.0269904,0.050367023,0.242961372,471,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
MbnYPKbwq64kaQS9NoqEgX,OBJECT,0.787528868,0.771493213,0.779428571,0.446957771,0.700223824,0.545633718,0.603813846,0.084533938,0.148305155,0.491122481,447,step4,NewsWCL_2019_annotated_multi_doc_xcoref_base_default_word2vec
6MBVmg2ULv72Bi3oFnWrab,ACTION,0,0,0,0.048780488,0.955380577,0.092821624,0.156582464,0.007638169,0.014565811,0.035795812,123,init,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
mQoDD8YwSQJAgZFF8T83jS,ACTOR,0.522924411,0.929515419,0.669310071,0.132863461,0.945716486,0.232993699,0.471263217,0.041480381,0.07624933,0.326184366,843,init,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
LyVnHo9SUNaGHuHxsvq579,COUNTRY,0.182593857,0.690322581,0.28879892,0.053787484,0.90651968,0.101549618,0.343697607,0.016331988,0.031182243,0.14051026,1217,init,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
KZKx9zDpN8p8JkNFxuTuCa,EVENT,0.096202532,0.612903226,0.166301969,0.062884415,0.932127277,0.117820281,0.244426903,0.014494318,0.027365862,0.103829371,417,init,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
KEdcMqMFGXXNezMiNXGBNw,GROUP,0.117936118,0.705882353,0.202105263,0.033822087,0.944055944,0.06530455,0.270091953,0.008978126,0.017378571,0.094929461,419,init,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
K533kFkafcEWQgMbgjLKxJ,MISC,0.047930283,0.523809524,0.087824351,0.03629954,0.949677529,0.069926286,0.168655879,0.006010009,0.011606426,0.056452354,475,init,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
PhhLVDYnGUshqBNfN9PZeP,OBJECT,0.181818182,0.869565217,0.30075188,0.050392534,0.966720779,0.095791706,0.226893584,0.008585163,0.016544324,0.13769597,454,init,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
6MBVmg2ULv72Bi3oFnWrab,ACTION,0,0,0,0.048780488,0.719384459,0.091365598,0.156582464,0.007638169,0.014565811,0.035310469,123,step0,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
mQoDD8YwSQJAgZFF8T83jS,ACTOR,0.78314746,0.871724138,0.825065274,0.54656632,0.853740733,0.666462302,0.763177719,0.141620608,0.238907808,0.576811794,843,step0,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
LyVnHo9SUNaGHuHxsvq579,COUNTRY,0.449658703,0.579757976,0.506487266,0.180099401,0.675814809,0.28440664,0.5091577,0.036138953,0.067487766,0.286127224,1217,step0,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
KZKx9zDpN8p8JkNFxuTuCa,EVENT,0.096202532,0.365384615,0.152304609,0.062884415,0.844371698,0.117051447,0.243767079,0.014455191,0.027291988,0.098882682,417,step0,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
KEdcMqMFGXXNezMiNXGBNw,GROUP,0.312039312,0.631840796,0.417763158,0.075872943,0.78216638,0.138327612,0.34409485,0.014799778,0.028378957,0.194823242,419,step0,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
K533kFkafcEWQgMbgjLKxJ,MISC,0.047930283,0.201834862,0.077464789,0.03629954,0.833277535,0.06956851,0.168655879,0.006010009,0.011606426,0.052879908,475,step0,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
PhhLVDYnGUshqBNfN9PZeP,OBJECT,0.2,0.88,0.325925926,0.066026981,0.966720779,0.123611316,0.264578313,0.01023231,0.01970264,0.156413294,454,step0,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
6MBVmg2ULv72Bi3oFnWrab,ACTION,0.555555556,0.25390625,0.348525469,0.194078109,0.273994552,0.227214059,0.316498509,0.035166501,0.063299702,0.213013077,123,step1,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
mQoDD8YwSQJAgZFF8T83jS,ACTOR,0.893432466,0.723895582,0.799778148,0.622892039,0.678302955,0.64941767,0.761726386,0.274221499,0.40326691,0.617487576,843,step1,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
LyVnHo9SUNaGHuHxsvq579,COUNTRY,0.648464164,0.489690722,0.558002937,0.20689789,0.475894118,0.28840844,0.499775336,0.061113832,0.10890988,0.318440419,1217,step1,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
KZKx9zDpN8p8JkNFxuTuCa,EVENT,0.726582278,0.604210526,0.659770115,0.464443549,0.478280613,0.471260532,0.494318384,0.093750038,0.15760876,0.429546469,417,step1,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
KEdcMqMFGXXNezMiNXGBNw,GROUP,0.737100737,0.573613767,0.64516129,0.206224106,0.498168915,0.291696357,0.485347547,0.059430312,0.10589401,0.347583886,419,step1,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
K533kFkafcEWQgMbgjLKxJ,MISC,0.490196078,0.372516556,0.423330198,0.165513247,0.485664317,0.246887738,0.343440152,0.023483087,0.043960339,0.238059425,475,step1,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
PhhLVDYnGUshqBNfN9PZeP,OBJECT,0.802272727,0.760775862,0.780973451,0.487828001,0.686682322,0.57042132,0.634869578,0.093559727,0.163085763,0.504826845,454,step1,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
6MBVmg2ULv72Bi3oFnWrab,ACTION,0.555555556,0.198170732,0.292134831,0.194078109,0.220723124,0.206544837,0.316498509,0.035166501,0.063299702,0.187326457,123,step2,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
mQoDD8YwSQJAgZFF8T83jS,ACTOR,0.893432466,0.711747285,0.792307692,0.622892039,0.667203094,0.644286588,0.761726386,0.274221499,0.40326691,0.613287064,843,step2,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
LyVnHo9SUNaGHuHxsvq579,COUNTRY,0.659556314,0.476572133,0.553328561,0.210373838,0.453154801,0.287348305,0.502809063,0.06373636,0.113132039,0.317936302,1217,step2,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
KZKx9zDpN8p8JkNFxuTuCa,EVENT,0.726582278,0.597916667,0.656,0.464443549,0.474156335,0.469249687,0.49173574,0.093260227,0.156785308,0.427344998,417,step2,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
KEdcMqMFGXXNezMiNXGBNw,GROUP,0.742014742,0.555147059,0.635120925,0.209145925,0.460882728,0.287724246,0.463054017,0.059113279,0.104842419,0.34256253,419,step2,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
K533kFkafcEWQgMbgjLKxJ,MISC,0.490196078,0.372516556,0.423330198,0.165513247,0.485664317,0.246887738,0.343440152,0.023483087,0.043960339,0.238059425,475,step2,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
PhhLVDYnGUshqBNfN9PZeP,OBJECT,0.802272727,0.760775862,0.780973451,0.487828001,0.686682322,0.57042132,0.634869578,0.093559727,0.163085763,0.504826845,454,step2,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
6MBVmg2ULv72Bi3oFnWrab,ACTION,0.555555556,0.186246418,0.278969957,0.194078109,0.209075036,0.201297636,0.316498509,0.035166501,0.063299702,0.181189098,123,step3,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
mQoDD8YwSQJAgZFF8T83jS,ACTOR,0.893432466,0.708947886,0.790570175,0.622892039,0.664676896,0.643106456,0.761726386,0.274221499,0.40326691,0.612314514,843,step3,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
LyVnHo9SUNaGHuHxsvq579,COUNTRY,0.667235495,0.478873239,0.557575758,0.215975361,0.446587179,0.291147843,0.505949726,0.065424534,0.11586635,0.321529983,1217,step3,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
KZKx9zDpN8p8JkNFxuTuCa,EVENT,0.729113924,0.598752599,0.657534247,0.464557743,0.473587181,0.469029009,0.491104427,0.093950412,0.157726969,0.428096742,417,step3,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
KEdcMqMFGXXNezMiNXGBNw,GROUP,0.749385749,0.530434783,0.621181263,0.212017982,0.422477685,0.282343508,0.43782605,0.057735303,0.10201772,0.33518083,419,step3,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
K533kFkafcEWQgMbgjLKxJ,MISC,0.490196078,0.357710652,0.413602941,0.165513247,0.470481065,0.244879073,0.343440152,0.023483087,0.043960339,0.234147451,475,step3,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
PhhLVDYnGUshqBNfN9PZeP,OBJECT,0.802272727,0.760775862,0.780973451,0.487828001,0.686682322,0.57042132,0.634869578,0.093559727,0.163085763,0.504826845,454,step3,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
6MBVmg2ULv72Bi3oFnWrab,ACTION,0.581196581,0.175257732,0.269306931,0.216000292,0.19025997,0.202314688,0.362632362,0.042662631,0.076343655,0.182655091,123,step4,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
mQoDD8YwSQJAgZFF8T83jS,ACTOR,0.894671623,0.672879776,0.768085106,0.623323399,0.631085797,0.627180581,0.761726386,0.276991413,0.406254072,0.600506587,843,step4,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
LyVnHo9SUNaGHuHxsvq579,COUNTRY,0.699658703,0.484061393,0.572226099,0.274291151,0.38425078,0.320090745,0.40701805,0.059660626,0.104067115,0.332127986,1217,step4,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
KZKx9zDpN8p8JkNFxuTuCa,EVENT,0.73164557,0.56555773,0.637969095,0.465111147,0.449953128,0.457406591,0.491104427,0.094774538,0.158886726,0.418087471,417,step4,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
KEdcMqMFGXXNezMiNXGBNw,GROUP,0.749385749,0.504966887,0.603363007,0.212017982,0.404378982,0.278183121,0.43782605,0.057735303,0.10201772,0.327854616,419,step4,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
K533kFkafcEWQgMbgjLKxJ,MISC,0.494553377,0.354134165,0.412727273,0.167149972,0.461486999,0.245412034,0.343440152,0.023788062,0.044494271,0.234211193,475,step4,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
PhhLVDYnGUshqBNfN9PZeP,OBJECT,0.806818182,0.705765408,0.752916225,0.493086644,0.618135728,0.548575118,0.604104122,0.090940406,0.158083322,0.486524888,454,step4,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
6MBVmg2ULv72Bi3oFnWrab,ACTION,0.581196581,0.175257732,0.269306931,0.216000292,0.19025997,0.202314688,0.362632362,0.042662631,0.076343655,0.182655091,123,step5,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
mQoDD8YwSQJAgZFF8T83jS,ACTOR,0.894671623,0.672879776,0.768085106,0.623323399,0.631085797,0.627180581,0.761726386,0.276991413,0.406254072,0.600506587,843,step5,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
LyVnHo9SUNaGHuHxsvq579,COUNTRY,0.699658703,0.484061393,0.572226099,0.274291151,0.38425078,0.320090745,0.40701805,0.059660626,0.104067115,0.332127986,1217,step5,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
KZKx9zDpN8p8JkNFxuTuCa,EVENT,0.73164557,0.56555773,0.637969095,0.465111147,0.449953128,0.457406591,0.491104427,0.094774538,0.158886726,0.418087471,417,step5,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
KEdcMqMFGXXNezMiNXGBNw,GROUP,0.749385749,0.504966887,0.603363007,0.212017982,0.404378982,0.278183121,0.43782605,0.057735303,0.10201772,0.327854616,419,step5,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
K533kFkafcEWQgMbgjLKxJ,MISC,0.494553377,0.354134165,0.412727273,0.167149972,0.461486999,0.245412034,0.343440152,0.023788062,0.044494271,0.234211193,475,step5,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
PhhLVDYnGUshqBNfN9PZeP,OBJECT,0.806818182,0.705765408,0.752916225,0.493086644,0.618135728,0.548575118,0.604104122,0.090940406,0.158083322,0.486524888,454,step5,NewsWCL_2019_annotated_one_doc_tca_default_word2vec
